Year,SPR,NOP,SAN,POD,PLA,DAB,HER,HOM,LEM,SOL,MAC,WHG,WIT,GUG,PLE,RJR,HAD,RJN,MON,COD,POK
1955,1.259098463,0.551108168,0.543014704,0.250983779,0.380156481,0.387903065,0.269475413,0.021023663,0.34379248,0.537562452,0.12173337,0.488437695,0.385277511,0.250534566,0.23664459,0.387896042,0.905560161,0.379846148,0.252296816,0.397110749,0.563661657
1956,1.232886415,0.52394528,0.499130402,0.240761926,0.369655402,0.375936554,0.265332186,0.020563719,0.330089911,0.468463233,0.117731552,0.472229553,0.373218382,0.24181122,0.195737023,0.376708713,0.840473483,0.367425201,0.242488494,0.395353302,0.573580102
1957,1.095616757,0.484513253,0.466650959,0.215038315,0.323028118,0.330991711,0.276475178,0.019477876,0.290051125,0.281057281,0.107316002,0.573070573,0.327183232,0.215368471,0.13926378,0.328951684,0.662180057,0.320544346,0.216086398,0.423094194,0.541447891
1958,1.022967732,0.487369045,0.457609985,0.208957868,0.324974527,0.331728884,0.27328121,0.019881125,0.294343546,0.250534635,0.104754337,0.589645865,0.327914337,0.209328347,0.140431164,0.329225341,0.632005194,0.323067449,0.209919709,0.482569607,0.514581523
1959,1.066575412,0.547277828,0.549071227,0.222876314,0.341869812,0.346606299,0.29411439,0.022144824,0.308942304,0.247121674,0.114183264,0.651591671,0.346528721,0.223718423,0.150933438,0.349034561,0.677438031,0.340140896,0.226341141,0.552876168,0.522236535
1960,1.272925823,0.606077994,0.668526923,0.272993296,0.367931063,0.375135214,0.290716534,0.025126821,0.330736409,0.280377887,0.125245378,0.786978467,0.373724628,0.275645229,0.15375629,0.376856999,0.872389214,0.367035187,0.277036199,0.519346127,0.552773159
1961,1.469451255,0.678326433,0.779493747,0.306948691,0.394505731,0.406310796,0.302743944,0.027538038,0.351859235,0.327095455,0.132497348,0.965402329,0.405684053,0.311386395,0.16101623,0.408118844,0.957666516,0.394513748,0.312924233,0.508413588,0.616628029
1962,1.625825795,0.703628577,0.872212954,0.320091993,0.410297595,0.422063535,0.31767993,0.028077459,0.365264722,0.351559999,0.131030479,0.968025178,0.419570407,0.320845873,0.17435474,0.420669593,1.016446886,0.409025024,0.325601249,0.520613489,0.628998391
1963,1.664823341,0.694124394,0.864267428,0.303939891,0.392888849,0.404401661,0.259970771,0.026750517,0.349059893,0.338363424,0.119595123,0.949754948,0.402119599,0.305189169,0.193945669,0.402611688,0.919686556,0.391322256,0.307692127,0.542063234,0.621122843
1964,1.763789275,0.718445306,0.922322489,0.312392989,0.401253009,0.412824115,0.325778266,0.026613912,0.357977543,0.324392772,0.124733554,0.925901349,0.409246059,0.312791232,0.202624392,0.413536791,0.977238391,0.401944683,0.317557296,0.577876971,0.644173198
1965,1.919742814,0.761182826,0.943393506,0.342364306,0.408515987,0.418994053,0.465067431,0.028125904,0.367778861,0.320529991,0.131740516,1.068616838,0.41740173,0.341233397,0.190762518,0.416782936,0.941496259,0.408542993,0.346566411,0.623004284,0.648044589
1966,2.030187463,0.760825129,0.96258935,0.381597873,0.414831322,0.426444013,0.509493269,0.030284224,0.373198811,0.348406277,0.142557638,1.300693504,0.422830345,0.381536477,0.192981,0.424395483,0.965756601,0.411421432,0.386250831,0.630970063,0.593232108
1967,1.939038322,0.749699077,0.972014435,0.370498393,0.399826814,0.407695811,0.637488094,0.031489055,0.364007377,0.419175246,0.151045177,1.004077575,0.410016977,0.369225349,0.190409118,0.40933692,0.939385363,0.396832545,0.374390104,0.645118622,0.428365105
1968,1.838709379,0.759227318,1.006431761,0.386959655,0.412985613,0.425824055,0.833976997,0.034363586,0.374929963,0.500795091,0.16107688,0.97648609,0.419602616,0.386834014,0.185593398,0.422880783,0.827139771,0.410887925,0.392198532,0.682237592,0.353927979
1969,1.979281634,0.823873678,1.052637818,0.423240246,0.42122074,0.433342013,0.854185051,0.039134365,0.385527941,0.535981088,0.185672151,0.864762984,0.428698803,0.422555088,0.194962286,0.431612465,1.050006208,0.421638388,0.428883496,0.691654834,0.356014224
1970,2.118113549,0.960710332,1.050928059,0.44900269,0.392721442,0.403021911,0.923747656,0.051062256,0.359995621,0.512432645,0.244050341,0.862767827,0.401137288,0.44637184,0.222290808,0.401168742,0.980038791,0.391847102,0.455166361,0.713329661,0.373211702
1971,2.146484553,1.298164906,1.002124566,0.422594472,0.366255102,0.374321178,1.052996438,0.055156133,0.338919393,0.50333381,0.256835946,0.689077046,0.375817272,0.421156696,0.223615336,0.373793631,0.825711347,0.363901538,0.426670442,0.765929946,0.398204163
1972,1.972381388,1.423276926,0.916981673,0.391327243,0.357151541,0.362156292,0.793392542,0.055650823,0.327153602,0.5215286,0.262722171,0.784637759,0.361073511,0.390749713,0.234377297,0.362656836,0.808612313,0.354563712,0.397273598,0.794454248,0.420063751
1973,1.864362375,1.483188472,0.942949722,0.415029803,0.369016884,0.374796071,0.937996449,0.05773401,0.34573553,0.53100567,0.283188035,0.92862174,0.374960693,0.416449992,0.248151315,0.37832139,0.785297859,0.365692026,0.420491805,0.783743896,0.460195884
1974,1.531992175,1.328595635,0.986512304,0.42498579,0.386176198,0.39154483,0.993401162,0.056670933,0.359737875,0.532985694,0.291060801,1.005622066,0.390641547,0.424996071,0.258716315,0.394385944,0.722143601,0.383493163,0.428221849,0.770643785,0.498888933
1975,1.719754599,1.31381147,1.111962394,0.455154972,0.423802062,0.433155389,1.106541201,0.059172261,0.398232287,0.512783431,0.301786172,1.035580384,0.428291385,0.454166769,0.279138842,0.434615421,0.783337332,0.422620258,0.457593819,0.80018758,0.538940839
1976,1.714198431,1.236319608,1.084318207,0.440380377,0.412739631,0.421768584,0.830505393,0.056471111,0.385322613,0.493278834,0.293168518,0.981683993,0.416607868,0.436367326,0.278261444,0.418260712,0.802076198,0.412493423,0.441289931,0.861229035,0.588815535
1977,1.326203082,1.052485216,0.954457272,0.388579419,0.368044334,0.373374118,0.44256164,0.052788641,0.344746687,0.484667219,0.275955282,0.847988715,0.370078117,0.386364832,0.297856776,0.374289172,0.87064214,0.368741635,0.391190244,0.860458183,0.57315863
1978,0.719289179,0.874796594,0.823430528,0.335060904,0.297107587,0.303194484,0.285603635,0.047902748,0.283305073,0.460099023,0.253066616,0.71431994,0.299433616,0.333886118,0.308240956,0.302397765,0.943852244,0.296739964,0.338263264,0.885603525,0.488183094
1979,0.802560334,0.85525196,0.817494073,0.359660847,0.287735644,0.295250216,0.221512958,0.048319267,0.276783295,0.466785234,0.246991602,0.704751242,0.290856977,0.356991892,0.344696471,0.294025796,0.979335206,0.28760573,0.361047481,0.87963394,0.468289073
1980,1.568562457,0.945144128,0.938882084,0.408624251,0.31747589,0.323481488,0.204012646,0.052100851,0.305087739,0.474032113,0.224509761,0.741918044,0.320313968,0.406056317,0.337936287,0.324116527,0.924152171,0.313532611,0.41260222,0.936269003,0.488195481
1981,1.204313688,0.897709948,0.954171784,0.387177249,0.324191228,0.33212929,0.230570192,0.048432503,0.309754181,0.513700097,0.224650056,0.759870389,0.329064254,0.385120617,0.339049573,0.333548498,0.703502321,0.324158598,0.389786155,0.966554061,0.499229163
1982,1.142137629,0.903413662,0.886895809,0.384476392,0.33265382,0.342424694,0.225211679,0.040347897,0.31768271,0.560467792,0.228147186,0.736764443,0.338805683,0.382945152,0.352691971,0.340399392,0.607603154,0.330530551,0.388245964,1.036801875,0.556273277
1983,1.379482115,0.966729701,0.730936299,0.427478637,0.37389084,0.382922318,0.27401913,0.040618883,0.35682378,0.60619361,0.225603727,0.783970621,0.378670007,0.429130378,0.356442405,0.382655956,0.702742694,0.372243512,0.433227577,1.058511444,0.643086039
1984,1.070854445,1.098018711,0.701851396,0.472471419,0.406877701,0.418190407,0.352096335,0.040016127,0.385025571,0.642824297,0.229130564,0.839450249,0.413848668,0.469573591,0.363779197,0.417971591,0.81469104,0.406464643,0.475805473,1.042623078,0.68209872
1985,1.169670843,1.097071479,0.706298802,0.488632614,0.434719927,0.446516668,0.41611177,0.040379282,0.414128808,0.6553134,0.241090021,0.868087097,0.44138338,0.486220916,0.374271357,0.449251575,0.820936453,0.436142405,0.49357389,1.021905793,0.711051877
1986,0.947971048,0.96438464,0.60344246,0.458622069,0.437021483,0.445463821,0.427531732,0.041966856,0.413836386,0.624005808,0.240316998,0.924363725,0.441262347,0.459623685,0.430098031,0.449048375,0.831209129,0.437650988,0.464590245,1.049048935,0.715455876
1987,0.529695179,0.82935948,0.556691562,0.41829051,0.41768049,0.427506982,0.419822604,0.042419335,0.398401245,0.57255634,0.245737057,0.933160564,0.426736875,0.418229489,0.467925406,0.431668239,0.841975958,0.420362228,0.425006237,1.021817369,0.690298276
1988,0.836851166,0.69247908,0.638796732,0.419358482,0.421901569,0.433787272,0.40937296,0.043544489,0.400064675,0.53074806,0.246707588,0.823217741,0.432091744,0.418198902,0.471366374,0.434927,0.887702548,0.426141721,0.422228722,1.020319099,0.679334414
1989,0.542867833,0.630727707,0.719493021,0.412423512,0.403948652,0.414392516,0.396231315,0.045386484,0.380753688,0.497419961,0.257781395,0.799651687,0.412548842,0.407258153,0.442099207,0.417078945,0.884958243,0.404690671,0.413574539,1.024587724,0.65304908
1990,1.038426249,0.599208307,0.672359537,0.441314237,0.423794482,0.434995739,0.349525019,0.048877919,0.397085382,0.490292809,0.265034374,0.741645838,0.434755035,0.439755301,0.424702656,0.437319553,0.886515686,0.42326415,0.445839665,1.001837678,0.630067058
1991,0.844746109,0.575759548,0.631847428,0.420004035,0.399733178,0.407679431,0.361727476,0.055497822,0.37320356,0.495590263,0.284319962,0.666743795,0.408593174,0.418330049,0.417846036,0.410017514,0.859820052,0.399675061,0.423391042,1.000524372,0.609451269
1992,0.90436559,0.543136944,0.65388995,0.442086823,0.394323318,0.403193668,0.411565015,0.074028861,0.365844782,0.51306884,0.293195649,0.663712372,0.402395904,0.444602319,0.409484571,0.402826692,0.873620066,0.392982732,0.446629206,0.9899062,0.609959243
1993,1.250425662,0.50305941,0.510400059,0.468659432,0.393015547,0.403079804,0.442924927,0.092582668,0.368355338,0.523458656,0.303864958,0.700272538,0.402377859,0.468110687,0.395152646,0.403343161,0.882894528,0.393443803,0.471329864,0.993417612,0.616095006
1994,0.954275872,0.44208877,0.451428897,0.443792759,0.381201937,0.393295037,0.444882876,0.105839572,0.357606628,0.586630486,0.314307716,0.72638679,0.39174304,0.44224417,0.391480528,0.393891174,0.815468401,0.383519791,0.44787767,0.967313204,0.584483639
1995,1.272900054,0.365235791,0.461044628,0.466912518,0.394293093,0.404654664,0.386962283,0.125643533,0.371037487,0.637320276,0.315079914,0.705577991,0.401755019,0.462793275,0.401014007,0.402702978,0.762466978,0.395267538,0.468587579,0.931061337,0.58063083
1996,1.294884282,0.319861834,0.485431644,0.457035809,0.381286831,0.395737099,0.262429809,0.127347167,0.364165725,0.660854033,0.313374963,0.65560173,0.389706122,0.456024585,0.415726616,0.392517448,0.722358929,0.384434328,0.459004037,0.937556501,0.525711048
1997,1.108358473,0.293233636,0.610589838,0.449103245,0.363671683,0.373807977,0.22978989,0.13686696,0.353725275,0.662775258,0.311777191,0.590908645,0.371937294,0.445370992,0.430274762,0.373831946,0.647263461,0.367029638,0.44861733,0.984372137,0.472098264
1998,1.35674997,0.28490414,0.744802865,0.447872902,0.375978782,0.389253008,0.236363313,0.116488856,0.373305746,0.645464072,0.321468967,0.552867581,0.386178874,0.447127811,0.410985066,0.389950369,0.699485909,0.379088679,0.453727387,1.058696419,0.463979321
1999,1.032143349,0.2809226,0.798907375,0.446206606,0.35050136,0.364743088,0.228003504,0.10682807,0.351866899,0.60794411,0.328261313,0.570319696,0.363361201,0.442561447,0.389289715,0.364486222,0.768243659,0.35521397,0.452046741,1.103397143,0.462934784
2000,1.295985521,0.265724248,0.767467027,0.464776387,0.357960552,0.372049302,0.220053084,0.093819429,0.35902731,0.603509695,0.337837524,0.594858318,0.372349255,0.461687057,0.358518428,0.369669244,0.779135674,0.362858841,0.469205824,1.065747758,0.415026295
2001,1.414247244,0.237475329,0.890185483,0.477495567,0.355014771,0.369242264,0.204460616,0.097996974,0.361315579,0.623281479,0.366414845,0.540219545,0.369720621,0.472729542,0.372222593,0.370812974,0.578611006,0.361076437,0.480502827,0.946593377,0.401261516
2002,1.503005982,0.22645292,0.760544347,0.421806707,0.325023138,0.344028696,0.202419396,0.09932086,0.339688072,0.614829166,0.376510943,0.436614268,0.351343536,0.412834611,0.343696495,0.35061694,0.375897042,0.339753697,0.422852875,0.915570439,0.412958048
2003,1.421035129,0.19606203,0.707632791,0.346919994,0.323402592,0.330651936,0.226288593,0.095372914,0.337750324,0.608738166,0.391538442,0.362637069,0.339992845,0.341224855,0.309006988,0.337013922,0.259926393,0.322983975,0.350531146,0.809871971,0.423540066
2004,1.642373467,0.157949567,0.750072833,0.31990875,0.295290428,0.308286872,0.257252491,0.085766454,0.303096036,0.590389974,0.374897484,0.292142284,0.295494886,0.323224864,0.254805033,0.306521681,0.263521894,0.306096007,0.319573835,0.776814627,0.392388599
2005,1.395375612,0.097152973,0.888433418,0.327797206,0.288444918,0.286831439,0.271133538,0.083985851,0.285686419,0.566850343,0.313754908,0.260512872,0.278411549,0.325022065,0.219717994,0.287061974,0.322181161,0.2904232,0.327693826,0.754319076,0.386483058
2006,1.521346457,0.12429197,0.862765097,0.360088764,0.26423806,0.276312097,0.238044529,0.077434853,0.270454085,0.535470526,0.298529768,0.250895681,0.275911977,0.36136047,0.166702732,0.278364009,0.434293309,0.272739425,0.367407705,0.695505544,0.395918235
2007,1.509070655,0.074299048,0.545359771,0.314380877,0.240763285,0.233467491,0.194211694,0.070874794,0.224682716,0.487682989,0.310540452,0.240967992,0.245104141,0.30996931,0.138421584,0.244846018,0.387058147,0.239272527,0.316847688,0.627861323,0.397598989
2008,1.292227597,0.0642348,0.681054967,0.273573336,0.209165711,0.21619355,0.132264749,0.079451154,0.21213576,0.453353799,0.300665644,0.23184543,0.220364675,0.286056037,0.120044482,0.223057013,0.276226807,0.210892833,0.279617573,0.600724223,0.429043583
2009,0.972927557,0.069339727,0.800012366,0.264776141,0.209581473,0.210976245,0.088250619,0.098048757,0.203815954,0.453486012,0.278682967,0.244103205,0.212754993,0.267200916,0.109379285,0.207333898,0.222420046,0.202253884,0.265238965,0.559632192,0.443198939
2010,1.024788987,0.076164604,0.558857158,0.245889532,0.222270902,0.233262151,0.090976191,0.118290389,0.214071357,0.502031926,0.271662422,0.263855844,0.220310526,0.254190008,0.106691008,0.22451144,0.230252935,0.220154795,0.25165876,0.487353912,0.446280789
2011,1.012228745,0.087063778,0.436300745,0.253280925,0.238838273,0.244903933,0.117179851,0.126553323,0.224923929,0.522472769,0.266085477,0.257789049,0.226998292,0.248762271,0.11091853,0.236116826,0.277640113,0.226098352,0.245604025,0.419784514,0.45239526
2012,1.170064743,0.112102058,0.226315099,0.235561456,0.230234226,0.234907558,0.173263025,0.1284635,0.221258447,0.483072789,0.250738998,0.254568021,0.23404381,0.219918974,0.112530064,0.229808099,0.224110453,0.217982547,0.236422706,0.393980203,0.430483809
2013,1.096041155,0.143779613,0.43259697,0.262038704,0.224512705,0.229575102,0.193702577,0.134931903,0.221998971,0.427952001,0.246833935,0.250279677,0.227972861,0.256355716,0.11117741,0.226668567,0.238013639,0.218411418,0.263628877,0.388978008,0.392111993
2014,0.771598854,0.163449058,0.32732744,0.247566654,0.202723444,0.207440176,0.198247133,0.125520375,0.203791722,0.403431522,0.246497178,0.259268315,0.207785884,0.244559522,0.117664241,0.206291447,0.335853874,0.201240497,0.249890697,0.404816409,0.3789545
2015,1.177114092,0.179190397,0.275953804,0.279952506,0.213940465,0.22049587,0.206646389,0.104607391,0.214722361,0.405334187,0.231076356,0.280329567,0.217915566,0.277385671,0.12339285,0.218730433,0.398326915,0.213701129,0.281420708,0.414751841,0.376563872
2016,1.709309646,0.184265198,0.168769211,0.279361836,0.214417974,0.220226579,0.207741214,0.098069524,0.215185932,0.428288886,0.216084521,0.27660337,0.217277734,0.276848963,0.124953871,0.2183305,0.328042678,0.213088111,0.282124979,0.409829256,0.385949196
2017,1.430177984,0.191063871,0.365641346,0.269671765,0.21702623,0.223666066,0.194758082,0.089992356,0.217318774,0.446882711,0.215035934,0.242221241,0.220083039,0.268673751,0.121012738,0.222307102,0.259019249,0.216587862,0.273141058,0.441427523,0.418939269
2018,1.363128242,0.194465631,0.352365961,0.253044977,0.209710303,0.215905003,0.191172248,0.093401273,0.209198102,0.397518534,0.216905264,0.211386516,0.213972291,0.250526661,0.115157674,0.216095445,0.221415157,0.209593478,0.255749968,0.479339247,0.436061206
2019,1.242697876,0.183158482,0.353148917,0.237180801,0.202705669,0.208056353,0.165625894,0.093359539,0.203995869,0.314336155,0.219786761,0.202182894,0.206370155,0.233262516,0.100640186,0.207264057,0.181281301,0.201614204,0.236508655,0.463238559,0.456516979
2020,1.515108288,0.173767251,0.457467842,0.280667232,0.260379769,0.266582184,0.16047275,0.074336128,0.264320219,0.247911628,0.224109982,0.185026541,0.264493195,0.276482004,0.094654405,0.267041163,0.1639245,0.259992454,0.27987051,0.427098854,0.433827608
